line_number,lyric_line
7455,I got to 'pologize to Mos and Kweli (probably)
7456,But is it cool to rap about gold
7457,If I told the world I copped it from Ghana and Mali? (Mali!)
7458,First nigga with a Benz and a backpack
7459,"Ice chain, Carti lens, and a knapsack"
7460,Always said if I rapped I'd say somethin' significant
7461,"But now I'm rappin' 'bout money, hoes, and rims again"
7462,And it's still about the Benjamins
7463,Big faced hundreds and whatever other synonyms
7464,"Strippers named Cinnamon, more chips than Pentium"
7465,"""What'cha gon' buy next?"" Whatever new trend it is"
7466,"I'm tryin' to spend my stacks, and I'm so broke"
7467,"I look back like ""Damn, was I on crack?"""
7468,"I mean, twelve platinum chains, was I on that?"
7469,What the hell was wrong with me dog?
7470,Sing along with me y'all
7471,"Yeah, breathe in, breathe out"
7472,"If ya iced up, pull ya sleeves out"
7473,"Push a big truck, pull ya keys out"
7474,Girls go wild and pull ya D's out
7475,"Breathe in, breathe out"
7476,"Let them hoes fight, pull her weave out"
7477,"If a nigga act up, pull a Desert E's out"
7478,"When I pull the piece out niggas like ""Peace out!"""
7479,Now even though I went to college
7480,And dropped out of school quick
7481,I always had a Ph.D: a pretty huge dick
7482,Ladies tired of gettin' ripped off by guys like this
7483,And givin' head is like a whale that's usin' a toothpick
7484,"Well, I'm in the club for a limited time"
7485,Act now and get some action for a $free.99
7486,"Later on, I might charge for ménage"
7487,Heard her man was the boss of the floss
7488,But she still want to toss me the drawers
7489,And it ain't gon' cost me because she my caddy
7490,Cuz she grabbed my golf balls in the club
7491,"And I'm still actin' calm den-a-muhh, she asked"
7492,"""Can you drive me in the hundreds where my Altima was?"""
7493,While we drive she tellin' me 'bout problems with her man
7494,"Baby, I fully understand, let me help you with a plan"
7495,"While he trickin' off, don't get no rich nigga"
7496,"Give me some head, that'll really piss him off"
7497,"Yeah, breathe in, breathe out"
7498,"If ya iced up, pull ya sleeves out"
7499,"Push a big truck, pull ya keys out"
7500,Girls go wild and pull ya D's out
7501,"Breathe in, breathe out"
7502,"Let them hoes fight, pull her weave out"
7503,"If a nigga act up, pull a Desert E's out"
7504,"When I pull the piece out niggas like ""Peace out!"""
7505,I blow past low-class niggas with no cash
7506,"In the four dash six, bitch you can go ask"
7507,So when I go fast popo just laugh
7508,Right until I run out of gas or 'til I go crash
7509,Whatever comes first I'm prepared for the worst
7510,Whatever comes second I'll be there with my weapon
7511,"Pullin' up in the Lexuses, one on both hand"
7512,So I guess them GSes was ambidextrous
7513,Coulda sworn her breasteses was sendin' me messages
7514,"""K I need a free hand mammogram"
7515,"I got weed, drink, and a Handicam"
7516,"All of which is legal in Amsterdam"""
7517,So say my name like Candyman
7518,And I'ma come and fix you up like the handyman
7519,"But if you don't need a fix, girl you gotta leave"
7520,You can't take that all at one time ya gotta breathe
7521,"Yeah, breathe in, breathe out"
7522,"If ya iced up, pull ya sleeves out"
7523,"Push a big truck, pull ya keys out"
7524,Girls go wild and pull ya D's out
7525,"Breathe in, breathe out"
7526,"Let them hoes fight, pull her weave out"
7527,"If a nigga act up, pull a Desert E's out"
7528,"When I pull the piece out niggas like ""Peace out!"""
7529,"""And you say Chi city?"" scratched repeatedly"
7530,Now beat that!
7531,"And your mother's saying ""Go to college"""
7532,So you finish college and it's wonderful
7533,You feel so good
7534,And after all the partying and craziness
7535,And don't forget about that drug habit you picked up at school being around your peers
7536,Hey!
7537,Now you'll get that 25-thousand dollar job a year
7538,And you'll spend all your money on crack cocaine
7539,"But, it'll be YOUR money"
7540,No more borrowing from mom for my high!
7541,So now you get your degree tattooed on your back
7542,Cause you're so excited about it
7543,"If you continue to work at the Gap, after several interviews, oh my God"
7544,You'll come in at a entry-level position
7545,And when you do that
7546,If you kiss enough ass
7547,You'll move up to the next level
7548,Which is being the secretary's secretary
7549,And boy is that great
7550,You get to take messages for the secretary
7551,Who NEVER went to college
7552,She's actually the boss's niece!
7553,So now you're part of the family
7554,You know what college does for you?
7555,"It makes you really smart, man"
7556,All you kids wanted to talk in the back of the class
7557,"Not me, I listened"
7558,Okay?
7559,I was a hall monitor
7560,This was meant to be
7561,You know how many classes I took?
7562,"Extra classes, extra classes"
7563,"No, I've never had sex"
7564,But you know what?
7565,My degree keeps me satisfied
7566,When a lady walks up to me and says
7567,"""Hey, you know what's sexy?"""
7568,"No, I don't know what it is"
7569,But I bet I can add up all the change in your purse
7570,Very fast
7571,"School spirit, motherfucker"
7572,"Alpha, step, Omega, step"
7573,"Kappa, step, Sigma, step"
7574,"Gangstas walk, pimps gon' talk"
7575,"Ooh, hecky nah, that boy is raw"
7576,"AKA, step, Delta, step"
7577,"S.G. Rho, step, Zeta, step"
7578,"Gangstas walk, pimps gon' talk"
7579,"Ooh, hecky nah, that boy is raw"
7580,"I'ma get on this TV, mama"
7581,"I'ma, I'ma put shit down"
7582,I'ma make sure these light-skinned niggas
7583,"Never, ever, never come back in style"
7584,Told 'em I finished school and I started my own business
7585,"They say, ""Oh you graduated?"" No, I decided I was finished"
7586,Chasing y'all dreams and what you've got planned
7587,"Now I spit it so hot, you got tanned"
7588,"Back to school and I hate it there, I hate it there"
7589,"Everything I want, I gotta wait a year, I wait a year"
7590,This nigga graduated at the top of our class
7591,"I went to Cheesecake, he was a motherfucking waiter there"
7592,"Alpha, step, Omega, step"
7593,"Kappa, step, Sigma, step"
7594,"Gangstas walk, pimps gon' talk"
7595,"Ooh, hecky nah, that boy is raw"
7596,"AKA, step, Delta, step"
7597,"S.G. Rho, step, Zeta, step"
7598,"Gangstas walk, pimps gon' talk"
7599,"Ooh, hecky nah, that boy is raw"
7600,I got a Jones like Norah for your soror-
7601,"Bring more of them girls, I've seen in The Aurora"
7602,"Tammy, Becky, and Laura, or a Shirley"
7603,"I'm trying to hit it early, like I'm in a hurry"
7604,"See, that's how dude became the young Pootie Tang: ""tippy tow"""
7605,"Roc-A-Fella chain, yeah that's my rapper style"
7606,"Rosary piece, yeah that's my Catholic style"
7607,"Red and white Ones, yeah that's my Kappa style"
7608,And I ain't even pledge
7609,Crack my head on the steering wheel and I ain't even dead
7610,If I could go through all that and still be breathing
7611,"Bitch, bend over, I'm here for a reason"
7612,"Alpha, step, Omega, step"
7613,"Kappa, step, Sigma, step"
7614,"Gangstas walk, pimps gon' talk"
7615,"Ooh, hecky nah, that boy is raw"
7616,"AKA, step, Delta, step"
7617,"S.G. Rho, step, Zeta, step"
7618,"Gangstas walk, pimps gon' talk"
7619,"Ooh, hecky nah, that boy is raw"
7620,"I feel a woo coming on, cuz"
7621,(WOO!)
7622,There it was
7623,"I feel some woos coming on, cuz"
7624,"A couple woos coming on, cuz"
7625,(WOO! WOO!)
7626,There they was
7627,"I feel a woo coming on, cuz"
7628,(WOO!)
7629,There it was
7630,"A couple woos coming on, cuz"
7631,(WOO! WOO!)
7632,There they was
7633,You keep it going man
7634,You keep those books rolling
7635,You pick up all those books that you're gonna read and not remember
7636,"And you roll, man"
7637,"You get that associate's degree, okay?"
7638,Then you get your bachelor's
7639,Then you get your masters
7640,Then you get your masters' masters
7641,Then you get your doctorate
7642,You go man!
7643,And then when everyone says quit
7644,"You show them those degrees, man"
7645,"When everyone says ""Hey, you're not working, you're not making any money"""
7646,"You say ""You look at my degrees, and you look at my life"
7647,"Yeah, I'm 52! So what?"
7648,"Hate all you want, but I'm smart, I'm so smart"
7649,And I'm in school
7650,All these guys out here making money all these ways
7651,And I'm spending mine to be smart!
7652,You know why?
7653,Cause when I die buddy
7654,You know what's gonna keep me warm?
7655,"That's right, those degrees."""
7656,"Hey Jimmy, where you going?"
7657,I don't know where I'm goin'
7658,"My Dad died, and uh, he left me his degrees"
7659,"My mom would always say ""Dad, why don't you work?"""
7660,But he just kept learning
7661,All the other kids' parents were working and saving up money for school
7662,And I was actually in school all while my dad was in school!
7663,"He was so greedy with degrees, he took my degree"
7664,And now I'm just glad he left me these
7665,"Because all the regular homeless people have newspaper, and look what I have"
7666,These are documented
7667,My father left them to me
7668,And I'm going to leave them to my kids
7669,I'm going to learn too
7670,"I'm going to get super smart, so I, too, can die without money"
7671,But I'll be the smartest dead guy!
7672,Who has that?
7673,"We in the streets, playa, get ya mail"
7674,"It's only two places you end up, either dead or in jail"
7675,"Still nowhere to go, still nowhere to go"
7676,"Now throw ya hands up, hustlers, busters, boosters, hoes"
7677,"Everybody, fuck that"
7678,Still nowhere to go
7679,"Two words, United States, no love, no breaks"
7680,"Low brow, high stakes, crack smoke, black folks"
7681,"Big Macs, fat folks, ecstasy capsules"
7682,"Presidential scandals, everybody move"
7683,"Two words, Mos Def, K. West, hot shit"
7684,"Calm down, get back, ghetto people, got this"
7685,"Game 'pon lock shit, gun 'pon cock shit"
7686,"We won't stop shit, everybody move"
7687,"Two words, BK, NY, Bed Stuy"
7688,"Too harsh, too hungry, too many, that's why"
7689,"These streets know game, can't ball, don't play"
7690,"Heavy traffic, one lane, everybody move"
7691,"Two words, Mos Def, Black Jack, hot shit"
7692,"Calm down, get back, ghetto people, got this"
7693,"Game 'pon lock, gun 'pon cock"
7694,"We won't stop, everybody move"
7695,"Now throw ya hands up, hustlers, busters, boosters, hoes"
7696,"(Throw your hands up high) Everybody, fuck that"
7697,"Still nowhere to go, still nowhere to go"
7698,"And keep ya hands up, hustlers"
7699,"Busters, boosters, hoes ('Til they reach the sky)"
7700,"Everybody, fuck that"
7701,"Still nowhere to go, still nowhere to go"
7702,"Two words, Chi-town, South Side, worldwide"
7703,"'Cause I, rep that, 'til I fuckin' die"
7704,"One neck two chains, one waist two gats"
7705,"One wall twenty plaques, dues paid, gimme that"
7706,"I am limelight, Blueprint five mics"
7707,"Go Getters rhyme like, should've been signed twice"
7708,"Most imitated, Grammy nominated"
7709,"Hotel accommodated, cheerleader prom-dated"
7710,"Barbershop playa-hated, mom-and-pop bootlegged it"
7711,Felt like it rained 'til the roof caved in
7712,"Two words, Chi-town raised me crazy"
7713,"So I live by two words: ""fuck you, pay me"""
7714,"Screamin', ""Jesus, save me"""
7715,"You know how the game be, I can't let 'em change me"
7716,"Cause on judgment day, you gon' blame me"
7717,"Look, God, it's the same me"
7718,"And I basically know now, we get racially profiled"
7719,"'Cuffed up and hosed down, pimped up and ho'd down"
7720,Plus I got a whole city to hold down
7721,From the bottom so the top's the only place to go now
7722,"Now throw ya hands up hustlers, busters, boosters, hoes"
7723,(Throw your hands up high)
7724,"Oh, everybody, fuck that"
7725,"Still nowhere to go, still nowhere to go"
7726,"Two words, free way, two letters, AR"
7727,"Turn y'all rap niggas to two words, fast runners"
7728,"Like Jackie Joyner, you better sleep with your burner"
